STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ADJUSTMENT,Adjustment,ACTIVITY,Economic activity,POLLUTANT,Pollutants,ACTIVITY_SCOPE,Activity scope,METHODOLOGY,Methodology,SOURCE,Source,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,P,Education,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2009,,3206932.71,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,P,Education,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2010,,3256916.57,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,P,Education,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2011,,2362692.93,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,P,Education,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2012,,2687119.9,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,P,Education,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2013,,4098419.12,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,P,Education,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2014,,3418689.15,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,P,Education,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2015,,3729779.46,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,P,Education,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2016,,3729046.34,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,P,Education,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2017,,3890690.07,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,P,Education,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2018,,3660657.97,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,P,Education,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2019,,3454411.46,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,P,Education,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2020,,3033734.9,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,P,Education,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2021,,3589235.26,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,P,Education,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2022,,3254395.61,,E,Estimated value,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,TER_NRES_LTR,Land transport operated on the territory by non-residents,EMISSIONS_UNFCCC,UNFCCC inventories (territory principle),REPORTED,Reported by national statistical authority,2008,,12402124.56,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,TER_NRES_LTR,Land transport operated on the territory by non-residents,EMISSIONS_UNFCCC,UNFCCC inventories (territory principle),REPORTED,Reported by national statistical authority,2009,,11895896.22,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,TER_NRES_LTR,Land transport operated on the territory by non-residents,EMISSIONS_UNFCCC,UNFCCC inventories (territory principle),REPORTED,Reported by national statistical authority,2010,,12498348.5,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,TER_NRES_LTR,Land transport operated on the territory by non-residents,EMISSIONS_UNFCCC,UNFCCC inventories (territory principle),REPORTED,Reported by national statistical authority,2011,,12652178.06,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,TER_NRES_LTR,Land transport operated on the territory by non-residents,EMISSIONS_UNFCCC,UNFCCC inventories (territory principle),REPORTED,Reported by national statistical authority,2012,,12418716.71,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,TER_NRES_LTR,Land transport operated on the territory by non-residents,EMISSIONS_UNFCCC,UNFCCC inventories (territory principle),REPORTED,Reported by national statistical authority,2013,,12467356.91,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,TER_NRES_LTR,Land transport operated on the territory by non-residents,EMISSIONS_UNFCCC,UNFCCC inventories (territory principle),REPORTED,Reported by national statistical authority,2014,,12714333.83,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,TER_NRES_LTR,Land transport operated on the territory by non-residents,EMISSIONS_UNFCCC,UNFCCC inventories (territory principle),REPORTED,Reported by national statistical authority,2015,,13102039.74,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,TER_NRES_LTR,Land transport operated on the territory by non-residents,EMISSIONS_UNFCCC,UNFCCC inventories (territory principle),REPORTED,Reported by national statistical authority,2016,,13066537.12,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,TER_NRES_LTR,Land transport operated on the territory by non-residents,EMISSIONS_UNFCCC,UNFCCC inventories (territory principle),REPORTED,Reported by national statistical authority,2017,,14036176.64,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,TER_NRES_LTR,Land transport operated on the territory by non-residents,EMISSIONS_UNFCCC,UNFCCC inventories (territory principle),REPORTED,Reported by national statistical authority,2018,,13830561.34,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,TER_NRES_LTR,Land transport operated on the territory by non-residents,EMISSIONS_UNFCCC,UNFCCC inventories (territory principle),REPORTED,Reported by national statistical authority,2019,,13803189.54,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,TER_NRES_LTR,Land transport operated on the territory by non-residents,EMISSIONS_UNFCCC,UNFCCC inventories (territory principle),REPORTED,Reported by national statistical authority,2020,,12250391.05,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,TER_NRES_LTR,Land transport operated on the territory by non-residents,EMISSIONS_UNFCCC,UNFCCC inventories (territory principle),REPORTED,Reported by national statistical authority,2021,,13725590.59,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,TER_NRES_LTR,Land transport operated on the territory by non-residents,EMISSIONS_UNFCCC,UNFCCC inventories (territory principle),REPORTED,Reported by national statistical authority,2022,,13725590.59,,E,Estimated value,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,M73,Advertising and market research,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2008,,220565.63,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,M73,Advertising and market research,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2009,,234079.29,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,M73,Advertising and market research,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2010,,236489.05,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,M73,Advertising and market research,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2011,,195758.06,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,M73,Advertising and market research,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2012,,204651.6,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,M73,Advertising and market research,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2013,,188776.26,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,M73,Advertising and market research,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2014,,169008.33,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,M73,Advertising and market research,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2015,,173013.76,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,M73,Advertising and market research,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2016,,173541.64,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,M73,Advertising and market research,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2017,,171144.97,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,M73,Advertising and market research,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2018,,171367.27,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,M73,Advertising and market research,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2019,,166821.72,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,M73,Advertising and market research,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2020,,137045.12,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,M73,Advertising and market research,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2021,,152916.18,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,M73,Advertising and market research,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2022,,131384.76,,E,Estimated value,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,HH_TR,Transport activities by households,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2008,,70046398.26,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,HH_TR,Transport activities by households,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2009,,70675923.03,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,HH_TR,Transport activities by households,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2010,,70939319.71,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,HH_TR,Transport activities by households,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2011,,71742609.86,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,HH_TR,Transport activities by households,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2012,,71573386.23,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,HH_TR,Transport activities by households,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2013,,71378725.5,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,HH_TR,Transport activities by households,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2014,,72092482.17,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,HH_TR,Transport activities by households,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2015,,72773187.73,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,HH_TR,Transport activities by households,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2016,,73179892.23,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,HH_TR,Transport activities by households,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2017,,71990856.03,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,HH_TR,Transport activities by households,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2018,,69501353.77,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,HH_TR,Transport activities by households,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2019,,69176879.64,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,HH_TR,Transport activities by households,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2020,,58110738.56,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,HH_TR,Transport activities by households,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2021,,64975341.43,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.0),Air Emissions Accounts,I,FRA,France,A,Annual,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,HH_TR,Transport activities by households,CO2,Carbon dioxide,RES,Activities by residents,EMISSIONS_SEEA,SEEA (residence principle),REPORTED,Reported by national statistical authority,2022,,65695974.33,,E,Estimated value,,,0,Zero
